name,iso3,year,percent,residence,indicator,pop,region,income_id
Latvia,LVA,2010,NA,rural,Safely managed,681402.6624029502,Europe & Central Asia,HIC
Latvia,LVA,2020,NA,rural,Safely managed,597643.0660045893,Europe & Central Asia,HIC
Lebanon,LBN,2000,NA,rural,Safely managed,537988.349609375,Middle East & North Africa,LMC
Lebanon,LBN,2010,NA,rural,Safely managed,627355.0999257714,Middle East & North Africa,LMC
Lebanon,LBN,2020,NA,rural,Safely managed,755918.0022632703,Middle East & North Africa,LMC
Lesotho,LSO,2000,4.590790864543412,rural,Safely managed,1635432.314987532,Sub-Saharan Africa,LMC
Lesotho,LSO,2010,28.61463814795593,rural,Safely managed,1500712.2680812608,Sub-Saharan Africa,LMC
Lesotho,LSO,2020,50.96680456163237,rural,Safely managed,1520399.0587869287,Sub-Saharan Africa,LMC
Liberia,LBR,2000,NA,rural,Safely managed,1585702.0445401315,Sub-Saharan Africa,LIC
Liberia,LBR,2010,NA,rural,Safely managed,2030782.3051790148,Sub-Saharan Africa,LIC
Liberia,LBR,2020,NA,rural,Safely managed,2423183.6688705534,Sub-Saharan Africa,LIC
Libya,LBY,2000,NA,rural,Safely managed,1265159.234177135,Middle East & North Africa,UMC
Libya,LBY,2010,NA,rural,Safely managed,1360263.830397129,Middle East & North Africa,UMC
Libya,LBY,2020,NA,rural,Safely managed,1326776.6979382932,Middle East & North Africa,UMC
Liechtenstein,LIE,2000,NA,rural,Safely managed,28163.259156207285,Europe & Central Asia,HIC
Liechtenstein,LIE,2010,NA,rural,Safely managed,30789.5372671408,Europe & Central Asia,HIC
Liechtenstein,LIE,2020,NA,rural,Safely managed,32639.170828355713,Europe & Central Asia,HIC
Lithuania,LTU,2000,63.07817269865391,rural,Safely managed,1156098.1292835437,Europe & Central Asia,HIC
Lithuania,LTU,2010,72.97853034389051,rural,Safely managed,1038453.0103069171,Europe & Central Asia,HIC
Lithuania,LTU,2020,86.22330456058083,rural,Safely managed,869880.9359334409,Europe & Central Asia,HIC
Luxembourg,LUX,2000,84.69567941177186,rural,Safely managed,68834.95416874066,Europe & Central Asia,HIC
Luxembourg,LUX,2010,85.72952040867442,rural,Safely managed,58168.65825727582,Europe & Central Asia,HIC
Luxembourg,LUX,2020,89.34414784536125,rural,Safely managed,53502.19926584046,Europe & Central Asia,HIC
Madagascar,MDG,2000,1.986600146545811,rural,Safely managed,11490689.953473508,Sub-Saharan Africa,LIC
Madagascar,MDG,2010,5.179705589687078,rural,Safely managed,14396230.103717744,Sub-Saharan Africa,LIC
Madagascar,MDG,2020,7.955542389399874,rural,Safely managed,17020561.955219954,Sub-Saharan Africa,LIC
Malawi,MWI,2000,17.96702106262132,rural,Safely managed,9519918.497162918,Sub-Saharan Africa,LIC
Malawi,MWI,2010,20.77038499733387,rural,Safely managed,12279572.541449217,Sub-Saharan Africa,LIC
Malawi,MWI,2020,23.62052285884112,rural,Safely managed,15796177.797903158,Sub-Saharan Africa,LIC
Malaysia,MYS,2000,NA,rural,Safely managed,8819150.144082084,East Asia & Pacific,UMC
Malaysia,MYS,2010,NA,rural,Safely managed,8205152.422745526,East Asia & Pacific,UMC
Malaysia,MYS,2020,NA,rural,Safely managed,7392395.237957686,East Asia & Pacific,UMC
Maldives,MDV,2000,NA,rural,Safely managed,201986.5431639459,South Asia,UMC
Maldives,MDV,2010,NA,rural,Safely managed,232479.931752017,South Asia,UMC
Maldives,MDV,2020,NA,rural,Safely managed,320708.97631309927,South Asia,UMC
Mali,MLI,2000,5.784970516452788,rural,Safely managed,7842473.488872312,Sub-Saharan Africa,LIC
Mali,MLI,2010,15.41099516295856,rural,Safely managed,9631735.410847068,Sub-Saharan Africa,LIC
Mali,MLI,2020,27.99107527644084,rural,Safely managed,11358894.437326936,Sub-Saharan Africa,LIC
Malta,MLT,2000,NA,rural,Safely managed,30043.275537178855,Middle East & North Africa,HIC
Malta,MLT,2010,NA,rural,Safely managed,24557.16009516036,Middle East & North Africa,HIC
Malta,MLT,2020,NA,rural,Safely managed,23207.27536431514,Middle East & North Africa,HIC
Marshall Islands,MHL,2000,NA,rural,Safely managed,15946.906378863496,East Asia & Pacific,UMC
Marshall Islands,MHL,2010,NA,rural,Safely managed,14897.339088932496,East Asia & Pacific,UMC
Marshall Islands,MHL,2020,NA,rural,Safely managed,13144.624969069848,East Asia & Pacific,UMC
Martinique,MTQ,2000,NA,rural,Safely managed,39812.3154099565,NA,NA
Martinique,MTQ,2010,NA,rural,Safely managed,43215.91332501266,NA,NA
Martinique,MTQ,2020,NA,rural,Safely managed,40753.78288125619,NA,NA
Mauritania,MRT,2000,NA,rural,Safely managed,1628341.0783571843,Sub-Saharan Africa,LMC
Mauritania,MRT,2010,NA,rural,Safely managed,1866322.0341997687,Sub-Saharan Africa,LMC
Mauritania,MRT,2020,NA,rural,Safely managed,2077142.8745806217,Sub-Saharan Africa,LMC
Mauritius,MUS,2000,NA,rural,Safely managed,679444.7811245173,Sub-Saharan Africa,UMC
Mauritius,MUS,2010,NA,rural,Safely managed,729366.1287538058,Sub-Saharan Africa,UMC
Mauritius,MUS,2020,NA,rural,Safely managed,753394.7730551709,Sub-Saharan Africa,UMC
Mayotte,MYT,2000,NA,rural,Safely managed,78576.50858609707,NA,NA
Mayotte,MYT,2010,NA,rural,Safely managed,106541.16613652096,NA,NA
Mayotte,MYT,2020,NA,rural,Safely managed,147998.31951130182,NA,NA
Mexico,MEX,2000,NA,rural,Safely managed,24999909.927856922,Latin America & Caribbean,UMC
Mexico,MEX,2010,NA,rural,Safely managed,25311520.598511696,Latin America & Caribbean,UMC
Mexico,MEX,2020,NA,rural,Safely managed,24844057.81435013,Latin America & Caribbean,UMC
Micronesia (Federated States of),FSM,2000,NA,rural,Safely managed,83421.46263382342,East Asia & Pacific,LMC
Micronesia (Federated States of),FSM,2010,NA,rural,Safely managed,79967.79025907101,East Asia & Pacific,LMC
Micronesia (Federated States of),FSM,2020,NA,rural,Safely managed,88643.23628993571,East Asia & Pacific,LMC
Monaco,MCO,2000,NA,rural,Safely managed,0,Europe & Central Asia,HIC
Monaco,MCO,2010,NA,rural,Safely managed,0,Europe & Central Asia,HIC
Monaco,MCO,2020,NA,rural,Safely managed,0,Europe & Central Asia,HIC
Mongolia,MNG,2000,24.32268913815749,rural,Safely managed,1027700.6644878536,East Asia & Pacific,LMC
Mongolia,MNG,2010,34.12459631284006,rural,Safely managed,882145.8114441857,East Asia & Pacific,LMC
Mongolia,MNG,2020,48.70861265884538,rural,Safely managed,1027515.1351459324,East Asia & Pacific,LMC
Montenegro,MNE,2000,NA,rural,Safely managed,NA,Europe & Central Asia,UMC
Montenegro,MNE,2010,35.64767362334661,rural,Safely managed,223866.45023363642,Europe & Central Asia,UMC
Montenegro,MNE,2020,38.90352915069905,rural,Safely managed,204195.47984942794,Europe & Central Asia,UMC
Montserrat,MSR,2000,NA,rural,Safely managed,4822.215442014694,NA,NA
Montserrat,MSR,2010,NA,rural,Safely managed,4447.0096084407805,NA,NA
Montserrat,MSR,2020,NA,rural,Safely managed,4543.341227314568,NA,NA
Morocco,MAR,2000,NA,rural,Safely managed,13436567.24408269,Middle East & North Africa,LMC
Morocco,MAR,2010,NA,rural,Safely managed,13578400.522715596,Middle East & North Africa,LMC
Morocco,MAR,2020,NA,rural,Safely managed,13460543.3640486,Middle East & North Africa,LMC
Mozambique,MOZ,2000,0.6579137870608814,rural,Safely managed,12558109.355267212,Sub-Saharan Africa,LIC
Mozambique,MOZ,2010,10.10434261292715,rural,Safely managed,16041468.837093785,Sub-Saharan Africa,LIC
Mozambique,MOZ,2020,21.27734467848747,rural,Safely managed,19667796.154375523,Sub-Saharan Africa,LIC
Myanmar,MMR,2000,55.41661288400284,rural,Safely managed,34093701.574211866,East Asia & Pacific,LMC
Myanmar,MMR,2010,61.1133861552216,rural,Safely managed,35984777.84014344,East Asia & Pacific,LMC
Myanmar,MMR,2020,64.0148054492789,rural,Safely managed,37466038.93354006,East Asia & Pacific,LMC
Namibia,"NAM",2000,NA,rural,Safely managed,1213622.6994353905,Sub-Saharan Africa,UMC
Namibia,"NAM",2010,NA,rural,Safely managed,1237085.1772159338,Sub-Saharan Africa,UMC
Namibia,"NAM",2020,NA,rural,Safely managed,1218801.1611766368,Sub-Saharan Africa,UMC
Nauru,NRU,2000,NA,rural,Safely managed,0,East Asia & Pacific,HIC
Nauru,NRU,2010,NA,rural,Safely managed,0,East Asia & Pacific,HIC
Nauru,NRU,2020,NA,rural,Safely managed,0,East Asia & Pacific,HIC
Nepal,NPL,2000,7.967081860377667,rural,Safely managed,20733710.191497914,South Asia,LMC
Nepal,NPL,2010,26.57530976820968,rural,Safely managed,22483632.57105343,South Asia,LMC
Nepal,NPL,2020,50.23701926511831,rural,Safely managed,23141618.79525706,South Asia,LMC
Netherlands,NLD,2000,97.42165110375922,rural,Safely managed,3695672.3276035488,Europe & Central Asia,HIC
Netherlands,NLD,2010,97.44066564406609,rural,Safely managed,2146426.3070832193,Europe & Central Asia,HIC
Netherlands,NLD,2020,97.46731132913352,rural,Safely managed,1330351.5329010785,Europe & Central Asia,HIC
New Caledonia,NCL,2000,NA,rural,Safely managed,82735.93428861118,East Asia & Pacific,HIC
New Caledonia,NCL,2010,NA,rural,Safely managed,83405.97936294391,East Asia & Pacific,HIC
New Caledonia,NCL,2020,NA,rural,Safely managed,81313.55230234796,East Asia & Pacific,HIC
New Zealand,NZL,2000,NA,rural,Safely managed,539448.3400863595,East Asia & Pacific,HIC
New Zealand,NZL,2010,NA,rural,Safely managed,604816.485482119,East Asia & Pacific,HIC
New Zealand,NZL,2020,NA,rural,Safely managed,641405.3200534359,East Asia & Pacific,HIC
Nicaragua,NIC,2000,NA,rural,Safely managed,2271811.2331424095,Latin America & Caribbean,LMC
Nicaragua,NIC,2010,NA,rural,Safely managed,2509178.9642432705,Latin America & Caribbean,LMC
Nicaragua,NIC,2020,NA,rural,Safely managed,2715272.2064395617,Latin America & Caribbean,LMC
Niger,NER,2000,2.461167144178001,rural,Safely managed,9497434.06338863,Sub-Saharan Africa,LIC
Niger,NER,2010,7.743179657627275,rural,Safely managed,13793395.721474437,Sub-Saharan Africa,LIC
Niger,NER,2020,10.8479881555604,rural,Safely managed,20182041.430861652,Sub-Saharan Africa,LIC
Nigeria,NGA,2000,21.93001213456273,rural,Safely managed,79680157.49153465,Sub-Saharan Africa,LMC
Nigeria,NGA,2010,23.67112823357724,rural,Safely managed,89586005.08540271,Sub-Saharan Africa,LMC
Nigeria,NGA,2020,25.58788591750742,rural,Safely managed,99033583.25192213,Sub-Saharan Africa,LMC
Niue,NIU,2000,NA,rural,Safely managed,1273.0275821646503,NA,NA
Niue,NIU,2010,NA,rural,Safely managed,994.6104440589899,NA,NA
Niue,NIU,2020,NA,rural,Safely managed,870.4516001275623,NA,NA
North Macedonia,MKD,2000,16.80961357723068,rural,Safely managed,843474.8223196251,Europe & Central Asia,UMC
North Macedonia,MKD,2010,17.21497784989824,rural,Safely managed,888573.9655166772,Europe & Central Asia,UMC
North Macedonia,MKD,2020,17.89096498216322,rural,Safely managed,864977.692171745,Europe & Central Asia,UMC
Northern Mariana Islands,MNP,2000,NA,rural,Safely managed,5657.971107378543,East Asia & Pacific,HIC
Northern Mariana Islands,MNP,2010,NA,rural,Safely managed,4884.912503699306,East Asia & Pacific,HIC
Northern Mariana Islands,MNP,2020,NA,rural,Safely managed,4720.827077330905,East Asia & Pacific,HIC
Norway,NOR,2000,NA,rural,Safely managed,1078949.9327659607,Europe & Central Asia,HIC
Norway,NOR,2010,NA,rural,Safely managed,1021050.8979765326,Europe & Central Asia,HIC
Norway,NOR,2020,NA,rural,Safely managed,923021.1613935232,Europe & Central Asia,HIC
Oman,OMN,2000,NA,rural,Safely managed,644807.3697730154,Middle East & North Africa,HIC
Oman,OMN,2010,NA,rural,Safely managed,755462.1915736049,Middle East & North Africa,HIC
Oman,OMN,2020,NA,rural,Safely managed,700833.1526646763,Middle East & North Africa,HIC
Pakistan,PAK,2000,NA,rural,Safely managed,95395815.97326638,South Asia,LMC
Pakistan,PAK,2010,NA,rural,Safely managed,116631396.18864177,South Asia,LMC
Pakistan,PAK,2020,NA,rural,Safely managed,138797692.3550141,South Asia,LMC
Palau,PLW,2000,NA,rural,Safely managed,5666.628996882936,East Asia & Pacific,UMC
Palau,PLW,2010,NA,rural,Safely managed,4521.355698039697,East Asia & Pacific,UMC
Palau,PLW,2020,NA,rural,Safely managed,3439.651047860098,East Asia & Pacific,UMC
Panama,PAN,2000,NA,rural,Safely managed,1145526.5427994728,Latin America & Caribbean,HIC
Panama,PAN,2010,NA,rural,Safely managed,1269842.0762371272,Latin America & Caribbean,HIC
Panama,PAN,2020,NA,rural,Safely managed,1362862.5782504678,Latin America & Caribbean,HIC
Papua New Guinea,PNG,2000,NA,rural,Safely managed,5075474.108887799,East Asia & Pacific,LMC
Papua New Guinea,PNG,2010,NA,rural,Safely managed,6358756.618893618,East Asia & Pacific,LMC
Papua New Guinea,PNG,2020,NA,rural,Safely managed,7753046.520835422,East Asia & Pacific,LMC
Paraguay,PRY,2000,36.90050409980176,rural,Safely managed,2377821.302520074,Latin America & Caribbean,UMC
Paraguay,PRY,2010,54.07585333206909,rural,Safely managed,2545379.5830807835,Latin America & Caribbean,UMC
Paraguay,PRY,2020,70.7242528880134,rural,Safely managed,2697309.156710673,Latin America & Caribbean,UMC
Peru,PER,2000,NA,rural,Safely managed,7133071.579269916,Latin America & Caribbean,UMC
Peru,PER,2010,NA,rural,Safely managed,6841824.013758302,Latin America & Caribbean,UMC
Peru,PER,2020,NA,rural,Safely managed,7155878.547255695,Latin America & Caribbean,UMC
Philippines,PHL,2000,41.10957239435286,rural,Safely managed,42010261.654768884,East Asia & Pacific,LMC
Philippines,PHL,2010,50.23244571634826,rural,Safely managed,51369762.870064974,East Asia & Pacific,LMC
Philippines,PHL,2020,65.84295211521064,rural,Safely managed,57630887.85975038,East Asia & Pacific,LMC
Poland,POL,2000,NA,rural,Safely managed,14761045.41105032,Europe & Central Asia,HIC
Poland,POL,2010,NA,rural,Safely managed,14990013.03395629,Europe & Central Asia,HIC
Poland,POL,2020,NA,rural,Safely managed,15122366.98061183,Europe & Central Asia,HIC
Portugal,PRT,2000,NA,rural,Safely managed,4695588.194986582,Europe & Central Asia,HIC
Portugal,PRT,2010,NA,rural,Safely managed,4178342.1026408672,Europe & Central Asia,HIC
Portugal,PRT,2020,NA,rural,Safely managed,3435270.8477711678,Europe & Central Asia,HIC
Puerto Rico,PRI,2000,NA,rural,Safely managed,205938.41046616435,Latin America & Caribbean,HIC
Puerto Rico,PRI,2010,NA,rural,Safely managed,221055.0821605511,Latin America & Caribbean,HIC
Puerto Rico,PRI,2020,NA,rural,Safely managed,183637.28857321665,Latin America & Caribbean,HIC
Qatar,QAT,2000,NA,rural,Safely managed,21856.079408880323,Middle East & North Africa,HIC
Qatar,QAT,2010,NA,rural,Safely managed,27826.23997304589,Middle East & North Africa,HIC
Qatar,QAT,2020,NA,rural,Safely managed,22040.091863647103,Middle East & North Africa,HIC
Republic of Korea,KOR,2000,NA,rural,Safely managed,9655413.928288221,East Asia & Pacific,HIC
Republic of Korea,KOR,2010,NA,rural,Safely managed,8949921.518615484,East Asia & Pacific,HIC
Republic of Korea,KOR,2020,NA,rural,Safely managed,9528889.711720943,East Asia & Pacific,HIC
Republic of Moldova,MDA,2000,NA,rural,Safely managed,2328735.4485579953,Europe & Central Asia,UMC
Republic of Moldova,MDA,2010,NA,rural,Safely managed,2344598.5360757913,Europe & Central Asia,UMC
Republic of Moldova,MDA,2020,NA,rural,Safely managed,2305450.0171317905,Europe & Central Asia,UMC
Réunion,REU,2000,NA,rural,Safely managed,65059.221834102646,NA,NA
Réunion,REU,2010,NA,rural,Safely managed,12449.304777565412,NA,NA
Réunion,REU,2020,NA,rural,Safely managed,3052.9625181574374,NA,NA
Romania,ROU,2000,NA,rural,Safely managed,10403703.344207928,Europe & Central Asia,HIC
Romania,ROU,2010,NA,rural,Safely managed,9452061.704725027,Europe & Central Asia,HIC
Romania,ROU,2020,NA,rural,Safely managed,8812012.405337691,Europe & Central Asia,HIC
Russian Federation,RUS,2000,41.15585684736476,rural,Safely managed,39016905.585523844,Europe & Central Asia,UMC
Russian Federation,RUS,2010,46.66227566360958,rural,Safely managed,37753704.2431283,Europe & Central Asia,UMC
Russian Federation,RUS,2020,52.17182702655358,rural,Safely managed,36842604.10858989,Europe & Central Asia,UMC
Rwanda,RWA,2000,31.32652692885533,rural,Safely managed,6749505.7475991305,Sub-Saharan Africa,LIC
Rwanda,RWA,2010,43.34374105452777,rural,Safely managed,8339276.410694681,Sub-Saharan Africa,LIC
Rwanda,RWA,2020,53.83036157056893,rural,Safely managed,10694379.769945182,Sub-Saharan Africa,LIC
Saint Barthelemy,BLM,2000,NA,rural,Safely managed,0,NA,NA
Saint Barthelemy,BLM,2010,NA,rural,Safely managed,0,NA,NA
Saint Barthelemy,BLM,2020,NA,rural,Safely managed,0,NA,NA
Saint Helena,SHN,2000,NA,rural,Safely managed,3610.302970180128,NA,NA
Saint Helena,SHN,2010,NA,rural,Safely managed,3135.7150530815125,NA,NA
Saint Helena,SHN,2020,NA,rural,Safely managed,3637.6217949626152,NA,NA
Saint Kitts and Nevis,KNA,2000,NA,rural,Safely managed,29633.474436899414,Latin America & Caribbean,HIC
Saint Kitts and Nevis,KNA,2010,NA,rural,Safely managed,33659.77542307082,Latin America & Caribbean,HIC
Saint Kitts and Nevis,KNA,2020,NA,rural,Safely managed,36785.993164034444,Latin America & Caribbean,HIC
Saint Lucia,LCA,2000,NA,rural,Safely managed,113204.86500425618,Latin America & Caribbean,UMC
Saint Lucia,LCA,2010,NA,rural,Safely managed,141972.02410993952,Latin America & Caribbean,UMC
Saint Lucia,LCA,2020,NA,rural,Safely managed,149031.45905522982,Latin America & Caribbean,UMC
Saint Martin (French part),MAF,2000,NA,rural,Safely managed,0,Latin America & Caribbean,HIC
Saint Martin (French part),MAF,2010,NA,rural,Safely managed,0,Latin America & Caribbean,HIC
Saint Martin (French part),MAF,2020,NA,rural,Safely managed,0,Latin America & Caribbean,HIC
Saint Pierre and Miquelon,SPM,2000,NA,rural,Safely managed,683.5217247939727,NA,NA
Saint Pierre and Miquelon,SPM,2010,NA,rural,Safely managed,642.333273680415,NA,NA
Saint Pierre and Miquelon,SPM,2020,NA,rural,Safely managed,581.7022243789688,NA,NA
Saint Vincent and the Grenadines,VCT,2000,NA,rural,Safely managed,59082.36669700653,Latin America & Caribbean,UMC
Saint Vincent and the Grenadines,VCT,2010,NA,rural,Safely managed,55254.824076150566,Latin America & Caribbean,UMC
Saint Vincent and the Grenadines,VCT,2020,NA,rural,Safely managed,52109.58887389279,Latin America & Caribbean,UMC
Samoa,WSM,2000,50.42360206747713,rural,Safely managed,136114.2382482282,East Asia & Pacific,LMC
Samoa,WSM,2010,50.72620580481359,rural,Safely managed,148610.1655207446,East Asia & Pacific,LMC
Samoa,WSM,2020,50.14743252474958,rural,Safely managed,162916.4382280945,East Asia & Pacific,LMC
San Marino,SMR,2000,NA,rural,Safely managed,1801.3752695312726,Europe & Central Asia,HIC
San Marino,SMR,2010,NA,rural,Safely managed,1330.0129135802854,Europe & Central Asia,HIC
San Marino,SMR,2020,NA,rural,Safely managed,848.7891867037979,Europe & Central Asia,HIC
Sao Tome and Principe,STP,2000,8.897219143468314,rural,Safely managed,66260.87904200658,Sub-Saharan Africa,LMC
Sao Tome and Principe,STP,2010,18.75290156590452,rural,Safely managed,63216.78394976538,Sub-Saharan Africa,LMC
Sao Tome and Principe,STP,2020,30.34628646837722,rural,Safely managed,56206.02034069597,Sub-Saharan Africa,LMC
Saudi Arabia,SAU,2000,NA,rural,Safely managed,4164177.0935979486,Middle East & North Africa,HIC
Saudi Arabia,SAU,2010,NA,rural,Safely managed,4912830.441670418,Middle East & North Africa,HIC
Saudi Arabia,SAU,2020,NA,rural,Safely managed,5470302.058726549,Middle East & North Africa,HIC
Senegal,SEN,2000,12.8727326466641,rural,Safely managed,5847286.156462803,Sub-Saharan Africa,LMC
Senegal,SEN,2010,18.19638165168858,rural,Safely managed,7128538.894663006,Sub-Saharan Africa,LMC
Senegal,SEN,2020,23.90389073224618,rural,Safely managed,8686415.567349792,Sub-Saharan Africa,LMC
Serbia,SRB,2000,32.56724819036436,rural,Safely managed,4481094.0720791,Europe & Central Asia,UMC
Serbia,SRB,2010,25.61267734402036,rural,Safely managed,4046695.743917227,Europe & Central Asia,UMC
Serbia,SRB,2020,19.89449697678037,rural,Safely managed,3805474.255499989,Europe & Central Asia,UMC
Seychelles,SYC,2000,NA,rural,Safely managed,40148.28029217897,Sub-Saharan Africa,HIC
Seychelles,SYC,2010,NA,rural,Safely managed,42591.63179992029,Sub-Saharan Africa,HIC
Seychelles,SYC,2020,NA,rural,Safely managed,41749.26063477178,Sub-Saharan Africa,HIC
Sierra Leone,SLE,2000,4.308024689115557,rural,Safely managed,2951271.003826373,Sub-Saharan Africa,LIC
Sierra Leone,SLE,2010,6.799686633674241,rural,Safely managed,3922776.681368407,Sub-Saharan Africa,LIC
Sierra Leone,SLE,2020,9.74838157857387,rural,Safely managed,4553023.623636831,Sub-Saharan Africa,LIC
Singapore,SGP,2000,NA,rural,Safely managed,0,East Asia & Pacific,HIC
Singapore,SGP,2010,NA,rural,Safely managed,0,East Asia & Pacific,HIC
Singapore,SGP,2020,NA,rural,Safely managed,0,East Asia & Pacific,HIC
Sint Maarten (Dutch part),SXM,2000,NA,rural,Safely managed,0,Latin America & Caribbean,HIC
Sint Maarten (Dutch part),SXM,2010,NA,rural,Safely managed,0,Latin America & Caribbean,HIC
Sint Maarten (Dutch part),SXM,2020,NA,rural,Safely managed,0,Latin America & Caribbean,HIC
Slovakia,SVK,2000,79.10230810217166,rural,Safely managed,2363070.849095583,Europe & Central Asia,HIC
Slovakia,SVK,2010,76.66040985820447,rural,Safely managed,2448955.2845723927,Europe & Central Asia,HIC
Slovakia,SVK,2020,75.00813039625217,rural,Safely managed,2524539.045544546,Europe & Central Asia,HIC
Slovenia,SVN,2000,NA,rural,Safely managed,978867.691038549,Europe & Central Asia,HIC
Slovenia,SVN,2010,NA,rural,Safely managed,967356.2159379853,Europe & Central Asia,HIC
Slovenia,SVN,2020,NA,rural,Safely managed,933066.1285811104,Europe & Central Asia,HIC
Solomon Islands,SLB,2000,NA,rural,Safely managed,347410.2840061713,East Asia & Pacific,LMC
Solomon Islands,SLB,2010,NA,rural,Safely managed,422035.443296365,East Asia & Pacific,LMC
Solomon Islands,SLB,2020,NA,rural,Safely managed,517425.18988733063,East Asia & Pacific,LMC
Somalia,SOM,2000,6.422928365071288,rural,Safely managed,5922493.234739304,Sub-Saharan Africa,LIC
Somalia,SOM,2010,12.52062302476702,rural,Safely managed,7309434.550973773,Sub-Saharan Africa,LIC
Somalia,SOM,2020,20.87759840930837,rural,Safely managed,8559928.870871067,Sub-Saharan Africa,LIC
South Africa,ZAF,2000,NA,rural,Safely managed,19385132.713468373,Sub-Saharan Africa,UMC
South Africa,ZAF,2010,NA,rural,Safely managed,19350795.899003744,Sub-Saharan Africa,UMC
South Africa,ZAF,2020,NA,rural,Safely managed,19361913.079738617,Sub-Saharan Africa,UMC
South Sudan,SSD,2000,NA,rural,Safely managed,NA,Sub-Saharan Africa,LIC
South Sudan,SSD,2010,NA,rural,Safely managed,NA,Sub-Saharan Africa,LIC
South Sudan,SSD,2020,NA,rural,Safely managed,8932707.359366976,Sub-Saharan Africa,LIC
Spain,ESP,2000,NA,rural,Safely managed,9690977.804137766,Europe & Central Asia,HIC
Spain,ESP,2010,NA,rural,Safely managed,10117386.876150966,Europe & Central Asia,HIC
Spain,ESP,2020,NA,rural,Safely managed,8972243.663349152,Europe & Central Asia,HIC
Sri Lanka,LKA,2000,NA,rural,Safely managed,15326281.741181687,South Asia,LMC
Sri Lanka,LKA,2010,NA,rural,Safely managed,16568833.89611803,South Asia,LMC
Sri Lanka,LKA,2020,NA,rural,Safely managed,17406188.667998314,South Asia,LMC
State of Palestine,PSE,2000,13.99258900624292,rural,Safely managed,903721.9150315784,Middle East & North Africa,LMC
State of Palestine,PSE,2010,24.91085817540614,rural,Safely managed,1048421.3648587093,Middle East & North Africa,LMC
State of Palestine,PSE,2020,48.037802175759,rural,Safely managed,1187660.961508751,Middle East & North Africa,LMC
Sudan,SDN,2000,NA,rural,Safely managed,18412002.22589895,Sub-Saharan Africa,LIC
Sudan,SDN,2010,NA,rural,Safely managed,23114415.1623708,Sub-Saharan Africa,LIC
Sudan,SDN,2020,NA,rural,Safely managed,28391087.266012136,Sub-Saharan Africa,LIC
Suriname,SUR,2000,37.38469185113135,rural,Safely managed,158029.9675721582,Latin America & Caribbean,UMC
Suriname,SUR,2010,38.25736828814476,rural,Safely managed,178082.62930624187,Latin America & Caribbean,UMC
Suriname,SUR,2020,33.94891047753703,rural,Safely managed,198581.4537447784,Latin America & Caribbean,UMC
Sweden,SWE,2000,87.20160325817028,rural,Safely managed,1418752.6650833338,Europe & Central Asia,HIC
Sweden,SWE,2010,88.71209029127053,rural,Safely managed,1403265.1188626885,Europe & Central Asia,HIC
Sweden,SWE,2020,90.56667239148784,rural,Safely managed,1214235.4407986999,Europe & Central Asia,HIC
Switzerland,CHE,2000,98.82978849264795,rural,Safely managed,1901456.0204437375,Europe & Central Asia,HIC
Switzerland,CHE,2010,98.82978849264795,rural,Safely managed,2060943.1071136892,Europe & Central Asia,HIC
Switzerland,CHE,2020,98.94784476192265,rural,Safely managed,2257557.0688603073,Europe & Central Asia,HIC
Syrian Arab Republic,SYR,2000,NA,rural,Safely managed,7885905.480658859,Middle East & North Africa,LIC
Syrian Arab Republic,SYR,2010,NA,rural,Safely managed,9484968.536904007,Middle East & North Africa,LIC
Syrian Arab Republic,SYR,2020,NA,rural,Safely managed,7792166.794754267,Middle East & North Africa,LIC
Tajikistan,TJK,2000,54.9642747123458,rural,Safely managed,4568939.641937669,Europe & Central Asia,LMC
Tajikistan,TJK,2010,57.37786816907867,rural,Safely managed,5531131.404623827,Europe & Central Asia,LMC
Tajikistan,TJK,2020,59.26221669104304,rural,Safely managed,6914218.035071623,Europe & Central Asia,LMC
Thailand,THA,2000,18.38615577132712,rural,Safely managed,43194323.83943319,East Asia & Pacific,UMC
Thailand,THA,2010,19.97211072289684,rural,Safely managed,37725979.02170777,East Asia & Pacific,UMC
Thailand,THA,2020,22.06526510927008,rural,Safely managed,33901848.403393626,East Asia & Pacific,UMC
Timor-Leste,TLS,2000,NA,rural,Safely managed,NA,East Asia & Pacific,LMC
Timor-Leste,TLS,2010,NA,rural,Safely managed,790262.8384327869,East Asia & Pacific,LMC
Timor-Leste,TLS,2020,NA,rural,Safely managed,905505.9810255192,East Asia & Pacific,LMC
Togo,TGO,2000,2.635649157311523,rural,Safely managed,3303931.4840723015,Sub-Saharan Africa,LIC
Togo,TGO,2010,4.433254375425596,rural,Safely managed,4011426.9294629246,Sub-Saharan Africa,LIC
Togo,TGO,2020,6.781191240618545,rural,Safely managed,4735437.801443003,Sub-Saharan Africa,LIC
Tokelau,TKL,2000,NA,rural,Safely managed,1549.999952316284,NA,NA
Tokelau,TKL,2010,NA,rural,Safely managed,1128.999948501587,NA,NA
Tokelau,TKL,2020,NA,rural,Safely managed,1350.000023841858,NA,NA
Tonga,TON,2000,34.63432779141115,rural,Safely managed,75418.98386136381,East Asia & Pacific,UMC
Tonga,TON,2010,38.70943353031433,rural,Safely managed,79660.88612440859,East Asia & Pacific,UMC
Tonga,TON,2020,36.97101494007052,rural,Safely managed,81282.0499226544,East Asia & Pacific,UMC
Trinidad and Tobago,TTO,2000,NA,rural,Safely managed,558753.8019245493,Latin America & Caribbean,HIC
