name,iso3,year,percent,residence,indicator,pop,region,income_id
Russian Federation,RUS,2020,60.81736622587043,national,Safely managed,145934453.125,Europe & Central Asia,UMC
Rwanda,RWA,2000,NA,national,Safely managed,7933687.98828125,Sub-Saharan Africa,LIC
Rwanda,RWA,2010,NA,national,Safely managed,10039337.890625,Sub-Saharan Africa,LIC
Rwanda,RWA,2020,NA,national,Safely managed,12952208.984375,Sub-Saharan Africa,LIC
Saint Barthelemy,BLM,2000,NA,national,Safely managed,7416,NA,NA
Saint Barthelemy,BLM,2010,NA,national,Safely managed,9234,NA,NA
Saint Barthelemy,BLM,2020,NA,national,Safely managed,9885,NA,NA
Saint Helena,SHN,2000,NA,national,Safely managed,6053.999900817871,NA,NA
Saint Helena,SHN,2010,NA,national,Safely managed,5183.000087738037,NA,NA
Saint Helena,SHN,2020,NA,national,Safely managed,6071.000099182129,NA,NA
Saint Kitts and Nevis,KNA,2000,NA,national,Safely managed,44083.00018310547,Latin America & Caribbean,HIC
Saint Kitts and Nevis,KNA,2010,NA,national,Safely managed,49011.00158691406,Latin America & Caribbean,HIC
Saint Kitts and Nevis,KNA,2020,NA,national,Safely managed,53192.00134277344,Latin America & Caribbean,HIC
Saint Lucia,LCA,2000,NA,national,Safely managed,156736.9995117188,Latin America & Caribbean,UMC
Saint Lucia,LCA,2010,NA,national,Safely managed,174091.9952392578,Latin America & Caribbean,UMC
Saint Lucia,LCA,2020,NA,national,Safely managed,183628.9978027344,Latin America & Caribbean,UMC
Saint Martin (French part),MAF,2000,NA,national,Safely managed,28935,Latin America & Caribbean,HIC
Saint Martin (French part),MAF,2010,NA,national,Safely managed,37582,Latin America & Caribbean,HIC
Saint Martin (French part),MAF,2020,NA,national,Safely managed,38659,Latin America & Caribbean,HIC
Saint Pierre and Miquelon,SPM,2000,NA,national,Safely managed,6297.999858856201,NA,NA
Saint Pierre and Miquelon,SPM,2010,NA,national,Safely managed,6361.000061035156,NA,NA
Saint Pierre and Miquelon,SPM,2020,NA,national,Safely managed,5795.000076293945,NA,NA
Saint Vincent and the Grenadines,VCT,2000,NA,national,Safely managed,107787.0025634766,Latin America & Caribbean,UMC
Saint Vincent and the Grenadines,VCT,2010,NA,national,Safely managed,108260.0021362305,Latin America & Caribbean,UMC
Saint Vincent and the Grenadines,VCT,2020,NA,national,Safely managed,110946.9985961914,Latin America & Caribbean,UMC
Samoa,WSM,2000,47.82975879308412,national,Safely managed,174453.9947509766,East Asia & Pacific,LMC
Samoa,WSM,2010,48.20075591245133,national,Safely managed,185944.0002441406,East Asia & Pacific,LMC
Samoa,WSM,2020,47.72143687165907,national,Safely managed,198410.0036621094,East Asia & Pacific,LMC
San Marino,SMR,2000,70.37150000000001,national,Safely managed,27459.99908447266,Europe & Central Asia,HIC
San Marino,SMR,2010,70.37150000000001,national,Safely managed,31221.00067138672,Europe & Central Asia,HIC
San Marino,SMR,2020,70.37150000000001,national,Safely managed,33937.9997253418,Europe & Central Asia,HIC
Sao Tome and Principe,STP,2000,12.65635366478682,national,Safely managed,142264.0075683594,Sub-Saharan Africa,LMC
Sao Tome and Principe,STP,2010,23.49769521091089,national,Safely managed,180371.9940185547,Sub-Saharan Africa,LMC
Sao Tome and Principe,STP,2020,34.66002275008579,national,Safely managed,219160.9954833984,Sub-Saharan Africa,LMC
Saudi Arabia,SAU,2000,37.28527112596686,national,Safely managed,20663839.84375,Middle East & North Africa,HIC
Saudi Arabia,SAU,2010,46.97630644533484,national,Safely managed,27421468.75,Middle East & North Africa,HIC
Saudi Arabia,SAU,2020,59.1135753894273,national,Safely managed,34813867.1875,Middle East & North Africa,HIC
Senegal,SEN,2000,13.9549718703037,national,Safely managed,9797731.4453125,Sub-Saharan Africa,LMC
Senegal,SEN,2010,17.67660034516026,national,Safely managed,12678142.578125,Sub-Saharan Africa,LMC
Senegal,SEN,2020,24.1237383646912,national,Safely managed,16743929.6875,Sub-Saharan Africa,LMC
Serbia,SRB,2000,22.76739431958564,national,Safely managed,9487612.3046875,Europe & Central Asia,UMC
Serbia,SRB,2010,19.64339450332881,national,Safely managed,8991257.8125,Europe & Central Asia,UMC
Serbia,SRB,2020,18.35384379948626,national,Safely managed,8737370.1171875,Europe & Central Asia,UMC
Seychelles,SYC,2000,NA,national,Safely managed,80998.00109863281,Sub-Saharan Africa,HIC
Seychelles,SYC,2010,NA,national,Safely managed,91273.00262451172,Sub-Saharan Africa,HIC
Seychelles,SYC,2020,NA,national,Safely managed,98339.996337890625,Sub-Saharan Africa,HIC
Sierra Leone,SLE,2000,8.754886266906993,national,Safely managed,4584569.82421875,Sub-Saharan Africa,LIC
Sierra Leone,SLE,2010,11.38759339412994,national,Safely managed,6415636.23046875,Sub-Saharan Africa,LIC
Sierra Leone,SLE,2020,14.04994901257621,national,Safely managed,7976984.86328125,Sub-Saharan Africa,LIC
Singapore,SGP,2000,100,national,Safely managed,4028872.0703125,East Asia & Pacific,HIC
Singapore,SGP,2010,100,national,Safely managed,5131169.921875,East Asia & Pacific,HIC
Singapore,SGP,2020,100,national,Safely managed,5850342.7734375,East Asia & Pacific,HIC
Sint Maarten (Dutch part),SXM,2000,NA,national,Safely managed,32563.99917602539,Latin America & Caribbean,HIC
Sint Maarten (Dutch part),SXM,2010,NA,national,Safely managed,34166.00036621094,Latin America & Caribbean,HIC
Sint Maarten (Dutch part),SXM,2020,NA,national,Safely managed,42881.99996948242,Latin America & Caribbean,HIC
Slovakia,SVK,2000,85.6189446307575,national,Safely managed,5399207.03125,Europe & Central Asia,HIC
Slovakia,SVK,2010,83.52347717187305,national,Safely managed,5404292.96875,Europe & Central Asia,HIC
Slovakia,SVK,2020,81.93498230750532,national,Safely managed,5459643.06640625,Europe & Central Asia,HIC
Slovenia,SVN,2000,24.69443025711507,national,Safely managed,1987709.9609375,Europe & Central Asia,HIC
Slovenia,SVN,2010,47.56590822737571,national,Safely managed,2043336.059570313,Europe & Central Asia,HIC
Slovenia,SVN,2020,71.54819663371579,national,Safely managed,2078931.884765625,Europe & Central Asia,HIC
Solomon Islands,SLB,2000,NA,national,Safely managed,412665.0085449219,East Asia & Pacific,LMC
Solomon Islands,SLB,2010,NA,national,Safely managed,527861.02294921875,East Asia & Pacific,LMC
Solomon Islands,SLB,2020,NA,national,Safely managed,686877.99072265625,East Asia & Pacific,LMC
Somalia,SOM,2000,15.6394537207903,national,Safely managed,8872250,Sub-Saharan Africa,LIC
Somalia,SOM,2010,22.68708444647967,national,Safely managed,12043885.7421875,Sub-Saharan Africa,LIC
Somalia,SOM,2020,31.51954305685332,national,Safely managed,15893218.75,Sub-Saharan Africa,LIC
South Africa,ZAF,2000,NA,national,Safely managed,44967714.84375,Sub-Saharan Africa,UMC
South Africa,ZAF,2010,NA,national,Safely managed,51216968.75,Sub-Saharan Africa,UMC
South Africa,ZAF,2020,NA,national,Safely managed,59308691.40625,Sub-Saharan Africa,UMC
South Sudan,SSD,2000,NA,national,Safely managed,NA,Sub-Saharan Africa,LIC
South Sudan,SSD,2010,NA,national,Safely managed,NA,Sub-Saharan Africa,LIC
South Sudan,SSD,2020,NA,national,Safely managed,11193728.515625,Sub-Saharan Africa,LIC
Spain,ESP,2000,94.01193269272353,national,Safely managed,40824746.09375,Europe & Central Asia,HIC
Spain,ESP,2010,94.52545981903285,national,Safely managed,46931011.71875,Europe & Central Asia,HIC
Spain,ESP,2020,95.6652171209202,national,Safely managed,46754781.25,Europe & Central Asia,HIC
Sri Lanka,LKA,2000,NA,national,Safely managed,18777605.46875,South Asia,LMC
Sri Lanka,LKA,2010,NA,national,Safely managed,20261738.28125,South Asia,LMC
Sri Lanka,LKA,2020,NA,national,Safely managed,21413250,South Asia,LMC
State of Palestine,PSE,2000,43.62120900597831,national,Safely managed,3224009.033203125,Middle East & North Africa,LMC
State of Palestine,PSE,2010,51.51107915623204,national,Safely managed,4055632.080078125,Middle East & North Africa,LMC
State of Palestine,PSE,2020,66.69318248730771,national,Safely managed,5101416.015625,Middle East & North Africa,LMC
Sudan,SDN,2000,NA,national,Safely managed,27275019.53125,Sub-Saharan Africa,LIC
Sudan,SDN,2010,NA,national,Safely managed,34545015.625,Sub-Saharan Africa,LIC
Sudan,SDN,2020,NA,national,Safely managed,43849269.53125,Sub-Saharan Africa,LIC
Suriname,SUR,2000,29.46502985714924,national,Safely managed,470944.0002441406,Latin America & Caribbean,UMC
Suriname,SUR,2010,28.53333707254313,national,Safely managed,529125.9765625,Latin America & Caribbean,UMC
Suriname,SUR,2020,25.18060240954927,national,Safely managed,586633.97216796875,Latin America & Caribbean,UMC
Sweden,SWE,2000,92.97941450157671,national,Safely managed,8881641.6015625,Europe & Central Asia,HIC
Sweden,SWE,2010,93.8817529892594,national,Safely managed,9390157.2265625,Europe & Central Asia,HIC
Sweden,SWE,2020,94.93116239028802,national,Safely managed,10099269.53125,Europe & Central Asia,HIC
Switzerland,CHE,2000,99.61506660570446,national,Safely managed,7143764.16015625,Europe & Central Asia,HIC
Switzerland,CHE,2010,99.61746538577998,national,Safely managed,7808673.828125,Europe & Central Asia,HIC
Switzerland,CHE,2020,99.65155911051782,national,Safely managed,8654618.1640625,Europe & Central Asia,HIC
Syrian Arab Republic,SYR,2000,NA,national,Safely managed,16410847.65625,Middle East & North Africa,LIC
Syrian Arab Republic,SYR,2010,NA,national,Safely managed,21362541.015625,Middle East & North Africa,LIC
Syrian Arab Republic,SYR,2020,NA,national,Safely managed,17500656.25,Middle East & North Africa,LIC
Tajikistan,TJK,2000,NA,national,Safely managed,6216329.1015625,Europe & Central Asia,LMC
Tajikistan,TJK,2010,NA,national,Safely managed,7527396.97265625,Europe & Central Asia,LMC
Tajikistan,TJK,2020,NA,national,Safely managed,9537641.6015625,Europe & Central Asia,LMC
Thailand,THA,2000,19.92458618538872,national,Safely managed,62952640.625,East Asia & Pacific,UMC
Thailand,THA,2010,22.57295995771826,national,Safely managed,67195031.25,East Asia & Pacific,UMC
Thailand,THA,2020,25.93233520832256,national,Safely managed,69799976.5625,East Asia & Pacific,UMC
Timor-Leste,TLS,2000,NA,national,Safely managed,NA,East Asia & Pacific,LMC
Timor-Leste,TLS,2010,NA,national,Safely managed,1093516.967773438,East Asia & Pacific,LMC
Timor-Leste,TLS,2020,NA,national,Safely managed,1318442.016601563,East Asia & Pacific,LMC
Togo,TGO,2000,5.534385778095797,national,Safely managed,4924405.76171875,Sub-Saharan Africa,LIC
Togo,TGO,2010,7.36111886284125,national,Safely managed,6421673.828125,Sub-Saharan Africa,LIC
Togo,TGO,2020,9.134181091387251,national,Safely managed,8278737.3046875,Sub-Saharan Africa,LIC
Tokelau,TKL,2000,NA,national,Safely managed,1549.999952316284,NA,NA
Tokelau,TKL,2010,NA,national,Safely managed,1128.999948501587,NA,NA
Tokelau,TKL,2020,NA,national,Safely managed,1350.000023841858,NA,NA
Tonga,TON,2000,33.24482548410108,national,Safely managed,97961.99798583984,East Asia & Pacific,UMC
Tonga,TON,2010,36.41198999430464,national,Safely managed,103981.0028076172,East Asia & Pacific,UMC
Tonga,TON,2020,33.79848178915321,national,Safely managed,105696.9985961914,East Asia & Pacific,UMC
Trinidad and Tobago,TTO,2000,NA,national,Safely managed,1267159.057617188,Latin America & Caribbean,HIC
Trinidad and Tobago,TTO,2010,NA,national,Safely managed,1328144.04296875,Latin America & Caribbean,HIC
Trinidad and Tobago,TTO,2020,NA,national,Safely managed,1399490.966796875,Latin America & Caribbean,HIC
Tunisia,TUN,2000,54.32867656901837,national,Safely managed,9708346.6796875,Middle East & North Africa,LMC
Tunisia,TUN,2010,67.1314429861328,national,Safely managed,10635245.1171875,Middle East & North Africa,LMC
Tunisia,TUN,2020,80.75702278956871,national,Safely managed,11818618.1640625,Middle East & North Africa,LMC
Turkey,TUR,2000,58.9725947605416,national,Safely managed,63240195.3125,Europe & Central Asia,UMC
Turkey,TUR,2010,68.39420635719934,national,Safely managed,72326992.1875,Europe & Central Asia,UMC
Turkey,TUR,2020,78.42842828536374,national,Safely managed,84339070.3125,Europe & Central Asia,UMC
Turkmenistan,TKM,2000,NA,national,Safely managed,4516127.9296875,Europe & Central Asia,UMC
Turkmenistan,TKM,2010,NA,national,Safely managed,5087210.9375,Europe & Central Asia,UMC
Turkmenistan,TKM,2020,NA,national,Safely managed,6031187.01171875,Europe & Central Asia,UMC
Turks and Caicos Islands,TCA,2000,NA,national,Safely managed,20170.99952697754,Latin America & Caribbean,HIC
Turks and Caicos Islands,TCA,2010,NA,national,Safely managed,32658.000946044922,Latin America & Caribbean,HIC
Turks and Caicos Islands,TCA,2020,NA,national,Safely managed,38717.99850463867,Latin America & Caribbean,HIC
Tuvalu,TUV,2000,NA,national,Safely managed,9392.000198364258,East Asia & Pacific,UMC
Tuvalu,TUV,2010,6.150751889039364,national,Safely managed,10520.99990844727,East Asia & Pacific,UMC
Tuvalu,TUV,2020,NA,national,Safely managed,11791.99981689453,East Asia & Pacific,UMC
Uganda,UGA,2000,NA,national,Safely managed,23650158.203125,Sub-Saharan Africa,LIC
Uganda,UGA,2010,NA,national,Safely managed,32428164.0625,Sub-Saharan Africa,LIC
Uganda,UGA,2020,NA,national,Safely managed,45741000,Sub-Saharan Africa,LIC
Ukraine,UKR,2000,42.25100096564501,national,Safely managed,48838058.59375,Europe & Central Asia,LMC
Ukraine,UKR,2010,51.3879423578375,national,Safely managed,45792085.9375,Europe & Central Asia,LMC
Ukraine,UKR,2020,71.9638210208748,national,Safely managed,43733757.8125,Europe & Central Asia,LMC
United Arab Emirates,ARE,2000,NA,national,Safely managed,3134066.89453125,Middle East & North Africa,HIC
United Arab Emirates,ARE,2010,81.71197912136981,national,Safely managed,8549998.046875,Middle East & North Africa,HIC
United Arab Emirates,ARE,2020,99.22957,national,Safely managed,9890400.390625,Middle East & North Africa,HIC
United Kingdom,GBR,2000,97.7410101983777,national,Safely managed,58923304.6875,Europe & Central Asia,HIC
United Kingdom,GBR,2010,97.92715807810798,national,Safely managed,63459800.78125,Europe & Central Asia,HIC
United Kingdom,GBR,2020,98.09505712906254,national,Safely managed,67886007.8125,Europe & Central Asia,HIC
United Republic of Tanzania,TZA,2000,4.687665866813555,national,Safely managed,33499175.78125,Sub-Saharan Africa,LMC
United Republic of Tanzania,TZA,2010,16.93562274824815,national,Safely managed,44346531.25,Sub-Saharan Africa,LMC
United Republic of Tanzania,TZA,2020,26.32853153748047,national,Safely managed,59734214.84375,Sub-Saharan Africa,LMC
United States Virgin Islands,VIR,2000,NA,national,Safely managed,108730.0033569336,Latin America & Caribbean,HIC
United States Virgin Islands,VIR,2010,NA,national,Safely managed,106085.99853515631,Latin America & Caribbean,HIC
United States Virgin Islands,VIR,2020,NA,national,Safely managed,104422.9965209961,Latin America & Caribbean,HIC
United States of America,USA,2000,97.50824100469461,national,Safely managed,281710906.25,North America,HIC
United States of America,USA,2010,98.13517395908379,national,Safely managed,309011468.75,North America,HIC
United States of America,USA,2020,98.26364732998893,national,Safely managed,331002656.25,North America,HIC
Uruguay,URY,2000,NA,national,Safely managed,3319733.88671875,Latin America & Caribbean,HIC
Uruguay,URY,2010,NA,national,Safely managed,3359272.94921875,Latin America & Caribbean,HIC
Uruguay,URY,2020,NA,national,Safely managed,3473727.05078125,Latin America & Caribbean,HIC
Uzbekistan,UZB,2000,NA,national,Safely managed,24769955.078125,Europe & Central Asia,LMC
Uzbekistan,UZB,2010,NA,national,Safely managed,28515908.203125,Europe & Central Asia,LMC
Uzbekistan,UZB,2020,NA,national,Safely managed,33469199.21875,Europe & Central Asia,LMC
Vanuatu,VUT,2000,NA,national,Safely managed,184964.0045166016,East Asia & Pacific,LMC
Vanuatu,VUT,2010,NA,national,Safely managed,236216.0034179688,East Asia & Pacific,LMC
Vanuatu,VUT,2020,NA,national,Safely managed,307149.9938964844,East Asia & Pacific,LMC
Venezuela (Bolivarian Republic of),VEN,2000,NA,national,Safely managed,24192449.21875,Latin America & Caribbean,NA
Venezuela (Bolivarian Republic of),VEN,2010,20.93963142759119,national,Safely managed,28439941.40625,Latin America & Caribbean,NA
Venezuela (Bolivarian Republic of),VEN,2020,23.06658960984844,national,Safely managed,28435943.359375,Latin America & Caribbean,NA
Viet Nam,VNM,2000,NA,national,Safely managed,79910414.0625,East Asia & Pacific,LMC
Viet Nam,VNM,2010,NA,national,Safely managed,87967656.25,East Asia & Pacific,LMC
Viet Nam,VNM,2020,NA,national,Safely managed,97338585.9375,East Asia & Pacific,LMC
Wallis and Futuna Islands,WLF,2000,NA,national,Safely managed,14696.99954986572,NA,NA
Wallis and Futuna Islands,WLF,2010,NA,national,Safely managed,12685.99987030029,NA,NA
Wallis and Futuna Islands,WLF,2020,NA,national,Safely managed,11246.00028991699,NA,NA
Western Sahara,ESH,2000,NA,national,Safely managed,314115.9973144531,NA,NA
Western Sahara,ESH,2010,NA,national,Safely managed,480268.0053710938,NA,NA
Western Sahara,ESH,2020,NA,national,Safely managed,597330.01708984375,NA,NA
Yemen,YEM,2000,24.77158850903378,national,Safely managed,17409070.3125,Middle East & North Africa,LIC
Yemen,YEM,2010,20.3576838978972,national,Safely managed,23154853.515625,Middle East & North Africa,LIC
Yemen,YEM,2020,18.83797863095606,national,Safely managed,29825968.75,Middle East & North Africa,LIC
Zambia,ZMB,2000,NA,national,Safely managed,10415942.3828125,Sub-Saharan Africa,LIC
Zambia,ZMB,2010,NA,national,Safely managed,13605986.328125,Sub-Saharan Africa,LIC
Zambia,ZMB,2020,NA,national,Safely managed,18383955.078125,Sub-Saharan Africa,LIC
Zimbabwe,ZWE,2000,30.36642957984741,national,Safely managed,11881482.421875,Sub-Saharan Africa,LMC
Zimbabwe,ZWE,2010,28.64037305858934,national,Safely managed,12697727.5390625,Sub-Saharan Africa,LMC
Zimbabwe,ZWE,2020,25.65058817000341,national,Safely managed,14862926.7578125,Sub-Saharan Africa,LMC
Afghanistan,AFG,2000,NA,rural,Safely managed,16192158.301795272,South Asia,LIC
Afghanistan,AFG,2010,NA,rural,Safely managed,22257746.387908235,South Asia,LIC
Afghanistan,AFG,2020,NA,rural,Safely managed,28796850.478355214,South Asia,LIC
Albania,ALB,2000,38.78251691701634,rural,Safely managed,1823067.446423918,Europe & Central Asia,UMC
Albania,ALB,2010,45.75310436397451,rural,Safely managed,1410248.7110369,Europe & Central Asia,UMC
Albania,ALB,2020,53.60535791784449,rural,Safely managed,1090340.896551758,Europe & Central Asia,UMC
Algeria,DZA,2000,24.39973105248272,rural,Safely managed,12442038.739220647,Middle East & North Africa,LMC
Algeria,DZA,2010,23.63584106188319,rural,Safely managed,11678279.687022865,Middle East & North Africa,LMC
Algeria,DZA,2020,22.55927241895977,rural,Safely managed,11518352.70719409,Middle East & North Africa,LMC
American Samoa,ASM,2000,NA,rural,Safely managed,6598.541460451087,East Asia & Pacific,UMC
American Samoa,ASM,2010,NA,rural,Safely managed,6957.780001870124,East Asia & Pacific,UMC
American Samoa,ASM,2020,NA,rural,Safely managed,7091.15847703186,East Asia & Pacific,UMC
Andorra,AND,2000,14.60403551251147,rural,Safely managed,4972.906659820583,Europe & Central Asia,HIC
Andorra,AND,2010,86.45028248587732,rural,Safely managed,9442.801799962763,Europe & Central Asia,HIC
Andorra,AND,2020,100,rural,Safely managed,9336.702243292239,Europe & Central Asia,HIC
Angola,AGO,2000,NA,rural,Safely managed,8183474.546871781,Sub-Saharan Africa,LMC
Angola,AGO,2010,NA,rural,Safely managed,9393181.270562857,Sub-Saharan Africa,LMC
Angola,AGO,2020,NA,rural,Safely managed,10903385.919991136,Sub-Saharan Africa,LMC
Anguilla,AIA,2000,NA,rural,Safely managed,0,NA,NA
Anguilla,AIA,2010,NA,rural,Safely managed,0,NA,NA
Anguilla,AIA,2020,NA,rural,Safely managed,0,NA,NA
Antigua and Barbuda,ATG,2000,NA,rural,Safely managed,51588.23451347416,Latin America & Caribbean,HIC
Antigua and Barbuda,ATG,2010,NA,rural,Safely managed,64932.68693394318,Latin America & Caribbean,HIC
Antigua and Barbuda,ATG,2020,NA,rural,Safely managed,74001.25226793883,Latin America & Caribbean,HIC
Argentina,ARG,2000,NA,rural,Safely managed,4003428.941785097,Latin America & Caribbean,UMC
Argentina,ARG,2010,NA,rural,Safely managed,3742370.4818725586,Latin America & Caribbean,UMC
Argentina,ARG,2020,NA,rural,Safely managed,3565494.847063124,Latin America & Caribbean,UMC
Armenia,ARM,2000,NA,rural,Safely managed,1084611.36582423,Europe & Central Asia,UMC
Armenia,ARM,2010,NA,rural,Safely managed,1051945.915299952,Europe & Central Asia,UMC
Armenia,ARM,2020,NA,rural,Safely managed,1087121.6241592728,Europe & Central Asia,UMC
Aruba,ABW,2000,NA,rural,Safely managed,48416.13020869321,Latin America & Caribbean,HIC
Aruba,ABW,2010,NA,rural,Safely managed,57889.07009490356,Latin America & Caribbean,HIC
Aruba,ABW,2020,NA,rural,Safely managed,60112.461825862396,Latin America & Caribbean,HIC
Australia,AUS,2000,NA,rural,Safely managed,2993999.390140176,East Asia & Pacific,HIC
Australia,AUS,2010,NA,rural,Safely managed,3282880.079269409,East Asia & Pacific,HIC
Australia,AUS,2020,NA,rural,Safely managed,3508529.29225266,East Asia & Pacific,HIC
Austria,AUT,2000,99.19979399367485,rural,Safely managed,3210523.0007944256,Europe & Central Asia,HIC
Austria,AUT,2010,99.19984551123115,rural,Safely managed,3582720.628055334,Europe & Central Asia,HIC
Austria,AUT,2020,99.19984551123115,rural,Safely managed,3715320.190193355,Europe & Central Asia,HIC
Azerbaijan,AZE,2000,NA,rural,Safely managed,3948790.542734451,Europe & Central Asia,UMC
Azerbaijan,AZE,2010,NA,rural,Safely managed,4208586.4846120775,Europe & Central Asia,UMC
Azerbaijan,AZE,2020,NA,rural,Safely managed,4420984.068287909,Europe & Central Asia,UMC
Bahamas,BHS,2000,NA,rural,Safely managed,53627.22798749339,Latin America & Caribbean,HIC
Bahamas,BHS,2010,NA,rural,Safely managed,62372.89716280997,Latin America & Caribbean,HIC
Bahamas,BHS,2020,NA,rural,Safely managed,65888.68922658732,Latin America & Caribbean,HIC
Bahrain,BHR,2000,NA,rural,Safely managed,77280.8888499625,Middle East & North Africa,HIC
Bahrain,BHR,2010,NA,rural,Safely managed,141036.66514037177,Middle East & North Africa,HIC
Bahrain,BHR,2020,NA,rural,Safely managed,178564.04710181057,Middle East & North Africa,HIC
Bangladesh,BGD,2000,15.24151079059387,rural,Safely managed,97543370.15364707,South Asia,LMC
Bangladesh,BGD,2010,27.47630438028909,rural,Safely managed,102621007.88637756,South Asia,LMC
Bangladesh,BGD,2020,41.85623078596046,rural,Safely managed,101815918.74950409,South Asia,LMC
Barbados,BRB,2000,NA,rural,Safely managed,179666.9658943545,Latin America & Caribbean,HIC
Barbados,BRB,2010,NA,rural,Safely managed,192215.8668450237,Latin America & Caribbean,HIC
Barbados,BRB,2020,NA,rural,Safely managed,197737.11294576584,Latin America & Caribbean,HIC
Belarus,BLR,2000,73.61166756075075,rural,Safely managed,2964155.8132503927,Europe & Central Asia,UMC
Belarus,BLR,2010,62.62883664678381,rural,Safely managed,2386043.8088059425,Europe & Central Asia,UMC
Belarus,BLR,2020,48.98193707165878,rural,Safely managed,1938717.0873895288,Europe & Central Asia,UMC
Belgium,BEL,2000,NA,rural,Safely managed,295196.9792101532,Europe & Central Asia,HIC
Belgium,BEL,2010,NA,rural,Safely managed,256950.7865846157,Europe & Central Asia,HIC
Belgium,BEL,2020,NA,rural,Safely managed,222637.1357537806,Europe & Central Asia,HIC
Belize,BLZ,2000,NA,rural,Safely managed,135036.19837626352,Latin America & Caribbean,UMC
Belize,BLZ,2010,NA,rural,Safely managed,176620.5257276108,Latin America & Caribbean,UMC
Belize,BLZ,2020,NA,rural,Safely managed,214615.92986875915,Latin America & Caribbean,UMC
Benin,BEN,2000,NA,rural,Safely managed,4234023.046310898,Sub-Saharan Africa,LMC
Benin,BEN,2010,NA,rural,Safely managed,5235019.557991773,Sub-Saharan Africa,LMC
Benin,BEN,2020,NA,rural,Safely managed,6253752.164704539,Sub-Saharan Africa,LMC
Bermuda,BMU,2000,NA,rural,Safely managed,0,North America,HIC
Bermuda,BMU,2010,NA,rural,Safely managed,0,North America,HIC
Bermuda,BMU,2020,NA,rural,Safely managed,0,North America,HIC
Bhutan,BTN,2000,56.20277946658901,rural,Safely managed,440790.0374200323,South Asia,LMC
Bhutan,BTN,2010,62.11652931866362,rural,Safely managed,446995.2772443532,South Asia,LMC
Bhutan,BTN,2020,66.7741783461762,rural,Safely managed,445096.6806334094,South Asia,LMC
Bolivia (Plurinational State of),BOL,2000,NA,rural,Safely managed,3216873.4413076937,Latin America & Caribbean,LMC
Bolivia (Plurinational State of),BOL,2010,NA,rural,Safely managed,3373313.108058125,Latin America & Caribbean,LMC
Bolivia (Plurinational State of),BOL,2020,NA,rural,Safely managed,3487550.8347836137,Latin America & Caribbean,LMC
Bosnia and Herzegovina,BIH,2000,NA,rural,Safely managed,2161277.6211454812,Europe & Central Asia,UMC
Bosnia and Herzegovina,BIH,2010,NA,rural,Safely managed,2017336.2560498898,Europe & Central Asia,UMC
Bosnia and Herzegovina,BIH,2020,NA,rural,Safely managed,1672559.442110527,Europe & Central Asia,UMC
Botswana,BWA,2000,NA,rural,Safely managed,768767.5852974504,Sub-Saharan Africa,UMC
Botswana,BWA,2010,NA,rural,Safely managed,746913.487794064,Sub-Saharan Africa,UMC
Botswana,BWA,2020,NA,rural,Safely managed,684863.7745857239,Sub-Saharan Africa,UMC
Brazil,BRA,2000,NA,rural,Safely managed,32874565.505461693,Latin America & Caribbean,UMC
Brazil,BRA,2010,NA,rural,Safely managed,30658543.595718145,Latin America & Caribbean,UMC
Brazil,BRA,2020,NA,rural,Safely managed,27477558.597488403,Latin America & Caribbean,UMC
British Virgin Islands,VGB,2000,NA,rural,Safely managed,11827.447573422543,Latin America & Caribbean,HIC
British Virgin Islands,VGB,2010,NA,rural,Safely managed,15339.500527989803,Latin America & Caribbean,HIC
British Virgin Islands,VGB,2020,NA,rural,Safely managed,15567.519383160397,Latin America & Caribbean,HIC
Brunei Darussalam,BRN,2000,NA,rural,Safely managed,96071.73858521506,East Asia & Pacific,HIC
Brunei Darussalam,BRN,2010,NA,rural,Safely managed,97310.04397489363,East Asia & Pacific,HIC
Brunei Darussalam,BRN,2020,NA,rural,Safely managed,95152.5194943999,East Asia & Pacific,HIC
Bulgaria,BGR,2000,44.54263830338147,rural,Safely managed,2487442.627991736,Europe & Central Asia,UMC
Bulgaria,BGR,2010,43.42905243072452,rural,Safely managed,2056579.4655954838,Europe & Central Asia,UMC
Bulgaria,BGR,2020,60.09489923656338,rural,Safely managed,1689445.0823692605,Europe & Central Asia,UMC
Burkina Faso,BFA,2000,NA,rural,Safely managed,9536628.38070672,Sub-Saharan Africa,LIC
Burkina Faso,BFA,2010,NA,rural,Safely managed,11761179.417749941,Sub-Saharan Africa,LIC
Burkina Faso,BFA,2020,NA,rural,Safely managed,14505411.173787937,Sub-Saharan Africa,LIC
Burundi,BDI,2000,NA,rural,Safely managed,5852869.364865945,Sub-Saharan Africa,LIC
Burundi,BDI,2010,NA,rural,Safely managed,7752348.390193041,Sub-Saharan Africa,LIC
Burundi,BDI,2020,NA,rural,Safely managed,10260792.93447733,Sub-Saharan Africa,LIC
Cabo Verde,CPV,2000,NA,rural,Safely managed,199381.1003598757,Sub-Saharan Africa,LMC
Cabo Verde,CPV,2010,NA,rural,Safely managed,188086.54293045984,Sub-Saharan Africa,LMC
Cabo Verde,CPV,2020,NA,rural,Safely managed,185410.86788579356,Sub-Saharan Africa,LMC
Cambodia,KHM,2000,NA,rural,Safely managed,9896068.02568512,East Asia & Pacific,LMC
Cambodia,KHM,2010,NA,rural,Safely managed,11407686.090031676,East Asia & Pacific,LMC
